name,num_words,word_len_sd,word_len_mean,vocab,vocab_noun,vocab_descriptors,vocab_norm,vocab_noun_norm,vocab_descriptors_norm,sent_len_mean,dep_depth_mean,dep_depth_sd
A Tale of Two Cities by Charles Dickens,18387,2.3579909652698112,3.7108104414377476,3471,1570,1599,0.1887746777614619,0.0853864143144613,0.08696361559797683,20.391111111111112,3.1558709958122586,2.29242124779755
Dr Jekyll and Mr Hyde by Louis Stevenson,18784,2.284045727054508,3.625544332210999,3249,1449,1501,0.17296635434412266,0.0771401192504259,0.07990843270868825,20.068449197860964,2.9041205281090288,2.0310400208742583
Jane Eyre by Charlotte Bronte,18273,2.421764759771754,3.7600500765057725,3903,1761,1866,0.2135938269578066,0.09637169594483665,0.1021178788376293,23.303571428571427,3.080227658293657,2.211129224016229
